S0,m,r,T,corp,alpha,beta,omega,gamma,lambda,V,impl
94.2363664636503,1.05,0.03,21,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0234
94.2363664636503,1.1,0.03,21,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,3.10417785468288,0
94.2363664636503,1.1,0.03,21,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
94.2363664636503,1.15,0.03,21,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0.620947983989473,0
94.2363664636503,1.15,0.03,21,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
94.2363664636503,1.2,0.03,21,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0
94.2363664636503,1.2,0.03,21,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
94.2363664636503,0.8,0.03,42,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,18.8472732927301,0
94.2363664636503,0.8,0.03,42,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,18.8472732927301,0.1875
94.2363664636503,0.85,0.03,42,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,14.1354549695475,0
94.2363664636503,0.85,0.03,42,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,14.1354549695475,0.1875
94.2363664636503,0.9,0.03,42,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,9.55510261982603,0
94.2363664636503,0.9,0.03,42,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,9.42363664636503,0.1875
94.2363664636503,0.95,0.03,42,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,6.39830156217178,0
94.2363664636503,0.95,0.03,42,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,4.71181832318251,0.0938
94.2363664636503,1,0.03,42,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,4.38992970281848,0
94.2363664636503,1,0.03,42,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0234
94.2363664636503,1.05,0.03,42,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,2.9897859137774,0
94.2363664636503,1.05,0.03,42,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
94.2363664636503,1.1,0.03,42,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,1.65325967427128,0
94.2363664636503,1.1,0.03,42,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
94.2363664636503,1.15,0.03,42,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0.330711805124555,0
94.2363664636503,1.15,0.03,42,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
94.2363664636503,1.2,0.03,42,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0
94.2363664636503,1.2,0.03,42,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
94.2363664636503,0.8,0.03,63,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,18.8472732927301,0
94.2363664636503,0.8,0.03,63,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,18.8472732927301,0.1875
94.2363664636503,0.85,0.03,63,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,14.1354549695475,0
94.2363664636503,0.85,0.03,63,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,14.1354549695475,0.1875
94.2363664636503,0.9,0.03,63,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,9.42363664636503,0
94.2363664636503,0.9,0.03,63,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,9.42363664636503,0.1875
94.2363664636503,0.95,0.03,63,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,5.19524389810209,0
94.2363664636503,0.95,0.03,63,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,4.71181832318251,0.0938
94.2363664636503,1,0.03,63,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,2.85701925504648,0
94.2363664636503,1,0.03,63,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
94.2363664636503,1.05,0.03,63,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,1.62246585403601,0
94.2363664636503,1.05,0.03,63,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
94.2363664636503,1.1,0.03,63,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0.880512547452219,0
94.2363664636503,1.1,0.03,63,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
94.2363664636503,1.15,0.03,63,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0.176134395905529,0
94.2363664636503,1.15,0.03,63,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
94.2363664636503,1.2,0.03,63,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0
94.2363664636503,1.2,0.03,63,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
94.2363664636503,0.8,0.03,126,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,18.8472732927301,0
94.2363664636503,0.8,0.03,126,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,18.8472732927301,0.375
94.2363664636503,0.85,0.03,126,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,14.1354549695475,0
94.2363664636503,0.85,0.03,126,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,14.1354549695475,0.1875
94.2363664636503,0.9,0.03,126,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,9.42363664636503,0
94.2363664636503,0.9,0.03,126,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,9.42363664636503,0.1875
94.2363664636503,0.95,0.03,126,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,4.71181832318251,0
94.2363664636503,0.95,0.03,126,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,4.71181832318251,0.1875
94.2363664636503,1,0.03,126,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,1.35917588718165,0
94.2363664636503,1,0.03,126,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
94.2363664636503,1.05,0.03,126,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0.43131406638669,0
94.2363664636503,1.05,0.03,126,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
94.2363664636503,1.1,0.03,126,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0.137525565297787,0
94.2363664636503,1.1,0.03,126,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
94.2363664636503,1.15,0.03,126,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0.0266089417877497,0
94.2363664636503,1.15,0.03,126,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
94.2363664636503,1.2,0.03,126,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0
94.2363664636503,1.2,0.03,126,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
94.2363664636503,0.8,0.03,180,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,18.8472732927301,0
94.2363664636503,0.8,0.03,180,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,18.8472732927301,0.375
94.2363664636503,0.85,0.03,180,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,14.1354549695475,0
94.2363664636503,0.85,0.03,180,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,14.1354549695475,0.375
94.2363664636503,0.9,0.03,180,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,9.42363664636503,0
94.2363664636503,0.9,0.03,180,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,9.42363664636503,0.1875
94.2363664636503,0.95,0.03,180,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,4.71181832318251,0
94.2363664636503,0.95,0.03,180,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,4.71181832318251,0.1875
94.2363664636503,1,0.03,180,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0.974612167600604,0
94.2363664636503,1,0.03,180,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
94.2363664636503,1.05,0.03,180,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0.166824605447208,0
94.2363664636503,1.05,0.03,180,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
94.2363664636503,1.1,0.03,180,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0.0348742646571998,0
94.2363664636503,1.1,0.03,180,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
94.2363664636503,1.15,0.03,180,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0.0052658749637873,0
94.2363664636503,1.15,0.03,180,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
94.2363664636503,1.2,0.03,180,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0
94.2363664636503,1.2,0.03,180,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0938
94.2363664636503,0.8,0.03,252,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,18.8472732927301,0
94.2363664636503,0.8,0.03,252,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,18.8472732927301,0.75
94.2363664636503,0.85,0.03,252,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,14.1354549695475,0
94.2363664636503,0.85,0.03,252,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,14.1354549695475,0.375
94.2363664636503,0.9,0.03,252,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,9.42363664636503,0
94.2363664636503,0.9,0.03,252,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,9.42363664636503,0.375
94.2363664636503,0.95,0.03,252,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,4.71181832318251,0
94.2363664636503,0.95,0.03,252,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,4.71181832318251,0.1875
94.2363664636503,1,0.03,252,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0.632727357837749,0
94.2363664636503,1,0.03,252,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0938
94.2363664636503,1.05,0.03,252,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0.058037161993601,0
94.2363664636503,1.05,0.03,252,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0938
94.2363664636503,1.1,0.03,252,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0.00616086552836921,0
94.2363664636503,1.1,0.03,252,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0938
94.2363664636503,1.15,0.03,252,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0.000607287667570074,0
94.2363664636503,1.15,0.03,252,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0938
94.2363664636503,1.2,0.03,252,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0
94.2363664636503,1.2,0.03,252,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0938
94.2363664636503,0.8,0.03,360,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,18.8472732927301,0
94.2363664636503,0.8,0.03,360,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,18.8472732927301,0.75
94.2363664636503,0.85,0.03,360,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,14.1354549695475,0
94.2363664636503,0.85,0.03,360,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,14.1354549695475,0.75
94.2363664636503,0.9,0.03,360,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,9.42363664636503,0
94.2363664636503,0.9,0.03,360,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,9.42363664636503,0.375
94.2363664636503,0.95,0.03,360,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,4.71181832318251,0
94.2363664636503,0.95,0.03,360,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,4.71181832318251,0.375
94.2363664636503,1,0.03,360,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0.330973931356281,0
94.2363664636503,1,0.03,360,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0938
94.2363664636503,1.05,0.03,360,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0.0150828856121432,0
94.2363664636503,1.05,0.03,360,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0938
94.2363664636503,1.1,0.03,360,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0.000483597115428685,0
94.2363664636503,1.1,0.03,360,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0938
94.2363664636503,1.15,0.03,360,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,2.37857910464325e-05,0
94.2363664636503,1.15,0.03,360,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0938
94.2363664636503,1.2,0.03,360,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0
94.2363664636503,1.2,0.03,360,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0938
112.965260621421,0.8,0.03,4,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,36.2540928388727,0.1875
112.965260621421,0.8,0.03,4,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,22.5930521242842,0.1875
112.965260621421,0.85,0.03,4,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,31.2445329246618,0.1642
112.965260621421,0.85,0.03,4,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,16.9447890932131,0.1875
112.965260621421,0.9,0.03,4,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,26.2349730104509,0.1418
112.965260621421,0.9,0.03,4,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,11.2965260621421,0.0938
112.965260621421,0.95,0.03,4,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,21.22541309624,0.1198
112.965260621421,0.95,0.03,4,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,5.64826303107105,0.0938
112.965260621421,1,0.03,4,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,16.2158531820291,0.0982
112.965260621421,1,0.03,4,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0117
112.965260621421,1.05,0.03,4,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,11.2062932678182,0.0761
112.965260621421,1.05,0.03,4,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0234
112.965260621421,1.1,0.03,4,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,6.19673335360725,0.0527
112.965260621421,1.1,0.03,4,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
112.965260621421,1.15,0.03,4,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,1.23957515661226,0.024
112.965260621421,1.15,0.03,4,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
112.965260621421,1.2,0.03,4,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0117
112.965260621421,1.2,0.03,4,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,0,0.0469
112.965260621421,0.8,0.03,9,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,31.2041868844723,0
112.965260621421,0.8,0.03,9,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,22.5930521242842,0.1875
112.965260621421,0.85,0.03,9,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,26.8924187079318,0
112.965260621421,0.85,0.03,9,-1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,16.9447890932131,0.1875
112.965260621421,0.9,0.03,9,1,1.28185823971898e-06,0.827198038555425,7.87154176763932e-07,143.285357027882,0.594548170800603,22.5806505313912,0
