V,Sigma,S
71.2773390230825,0.127628803253174,101.958657627043
71.7384277531059,0.127786636352539,101.211587318968
71.6822234741009,0.127320289611816,101.74375221718
71.7953710336225,0.127062082290649,101.857118211082
72.0976657415187,0.127034664154053,101.50272980265
72.1639456747278,0.126721620559692,101.731994631391
72.3360017073991,0.126539468765259,101.69967773086
72.6782078459645,0.126567363739014,101.246582267341
72.8201188305027,0.126351594924927,101.288809237001
72.960812269984,0.126132965087891,101.334045783158
72.9636438981408,0.125755071640015,101.720211721813
72.9907585016544,0.12540602684021,102.046325976422
72.973649117582,0.125006198883057,102.481805843
72.7303949698493,0.124345064163208,103.476542769416
72.5505795958155,0.123768329620361,104.314412074745
72.4611997600076,0.123302698135376,104.928648187361
72.4173170203975,0.12289297580719,105.430363299849
72.9646463267232,0.123151063919067,104.469912247202
72.581459441204,0.12236225605011,105.810782260236
72.6427033630319,0.122076511383057,106.052500182141
72.5492534958898,0.121624231338501,106.676803975598
72.3377150737072,0.121050477027893,107.593164195651
72.5571432578669,0.120941877365112,107.443661795175
72.966607664587,0.121039628982544,106.824159566675
73.246576755979,0.121001720428467,106.524921828254
73.4346062646626,0.120864152908325,106.453067262348
73.2717558186006,0.120347499847412,107.249012482649
73.2713869313513,0.120010137557983,107.643106644593
73.4339695854983,0.119848728179932,107.634184983521
73.4716528942385,0.11955451965332,107.9341665225
73.7552198908279,0.119526386260986,107.62601959391
74.3985350120786,0.119890213012695,106.428132162718
73.890164531104,0.119011640548706,108.078627381012
73.9374003133285,0.118735074996948,108.354980288176
74.0990953265972,0.118580341339111,108.348245929305
74.5611807175567,0.11874794960022,107.598566672387
74.8364545576283,0.118719339370728,107.310917211305
75.4178920825623,0.119028091430664,106.266106775639
75.8765437425988,0.119213581085205,105.524959595191
76.0623823673227,0.119094729423523,105.458510430522
76.1623372922502,0.118880271911621,105.60446154807
75.9110161508178,0.118274211883545,106.619167044627
76.1776300386056,0.118246793746948,106.352945934322
76.9622870909952,0.118809223175049,104.80552315744
77.925103335547,0.119616508483887,102.817569913916
78.80138993781,0.120359897613525,101.043633004615
79.0710033664947,0.120360851287842,100.769999297677
